Date,Close,Open,Sentiment
2015-10-06,4485.46,4440.54,0
2015-11-06,4488.47,4498.49,0
2015-12-06,4453.79,4467.38,0
2015-15-06,4432.92,4416.14,0
2015-16-06,4455.9,4428.3,0
2015-17-06,4468.98,4465.17,0
2015-18-06,4531.85,4483.61,0
2015-19-06,4513.42,4538.71,0
2015-22-06,4544.04,4541.85,0
2015-23-06,4548.74,4549.52,0
2015-24-06,4524.6,4542.07,0
2015-25-06,4514.01,4540.4,0
2015-26-06,4484.28,4514.37,0
2015-29-06,4379.86,4433.11,0
2015-30-06,4396.76,4414.86,0
2015-01-07,4429.23,4433.79,0
2015-02-07,4433.39,4440.17,0
2015-03-07,4433.39,0,0
2015-06-07,4418.66,4394.44,0
2015-07-07,4429.06,4422.75,0
2015-08-07,4351.58,4392.51,0
2015-09-07,4352.03,4410.27,0
2015-10-07,4420.15,4405.99,0
2015-13-07,4494.47,4457.76,0
2015-14-07,4523.47,4503.2,0
2015-15-07,4528.36,4531.32,0
2015-16-07,4594.9,4567.06,0
2015-17-07,4661.6,4635.48,0
2015-20-07,4679.68,4670.23,0
2015-21-07,4674.41,4679.54,0
2015-22-07,4623.24,4604.97,0
2015-23-07,4602.83,4627.56,0
2015-24-07,4557.37,4630.95,0
2015-27-07,4519.09,4530.37,0
2015-28-07,4560.23,4539.47,0
2015-29-07,4581.6,4570.5,0
2015-30-07,4598.59,4570.77,0
2015-31-07,4588.91,4616.48,0
2015-03-08,4580.46,4595.26,0
2015-04-08,4567.47,4573.25,0
2015-05-08,4602.24,4592.81,0
2015-06-08,4528.51,4608.69,0
2015-07-08,4520.08,4519.36,0
2015-10-08,4573.11,4558.68,0
2015-11-08,4513.99,4548.75,0
2015-12-08,4528.19,4475.91,0
2015-13-08,4519.32,4536.96,0
2015-14-08,4530.74,4512.88,0
2015-17-08,4566.37,4516.88,0
2015-18-08,4542.07,4556.23,0
2015-19-08,4510.9,4525.32,0
2015-20-08,4385.13,4467.79,0
2015-21-08,4197.27,4313.19,0
2015-24-08,4038.6,3847.12,0
2015-25-08,4016.32,4187.28,0
2015-26-08,4219.6,4141.24,0
2015-27-08,4324.82,4281.63,0
2015-28-08,4329.12,4307.05,0
2015-31-08,4274.58,4299.88,0
2015-01-09,4142.63,4177.94,0
2015-02-09,4256.23,4207.68,0
2015-03-09,4234.65,4267.34,0
2015-04-09,4184.72,4175.62,0
2015-07-09,4184.72,0,0
2015-08-09,4303.53,4267.4,0
2015-09-09,4253.45,4346.36,0
2015-10-09,4296.3,4248.48,0
2015-11-09,4323.23,4273.62,0
2015-14-09,4308.76,4334.86,0
2015-15-09,4360.28,4322.41,0
2015-16-09,4383.67,4357.36,0
2015-17-09,4384.96,4378.99,0
2015-18-09,4323.86,4325.29,0
2015-21-09,4336.13,4343.77,0
2015-22-09,4274.1,4273.3,0
2015-23-09,4273.53,4280.01,0
2015-24-09,4261.1,4239.85,0
2015-25-09,4224.74,4305.39,0
2015-28-09,4103.47,4206.68,0
2015-29-09,4083.37,4110.26,0
2015-30-09,4181.06,4137.18,0
2015-01-10,4192.96,4185.28,0
2015-02-10,4267.45,4136.96,0
2015-05-10,4331.43,4296.54,0
2015-06-10,4306.7,4315.32,0
2015-07-10,4333.46,4331.87,0
2015-08-10,4350.15,4316.18,0
2015-09-10,4370.01,4355.24,0
2015-12-10,4382.56,4378.64,0
2015-13-10,4352.94,4354.06,0
2015-14-10,4346.92,4356.82,0
2015-15-10,4418.22,4361.98,0
2015-16-10,4438.62,4419.95,0
2015-19-10,4462.07,4428.06,0
2015-20-10,4438.18,4454.62,0
2015-21-10,4413.52,4462.22,0
2015-22-10,4503.22,4451.32,0
2015-23-10,4624.09,4623.72,0
2015-26-10,4630.85,4621.14,0
2015-27-10,4639.23,4617.6,0
2015-28-10,4678.58,4649.1,0
2015-29-10,4670.76,4657.78,0
2015-30-10,4648.83,4676.3,0
2015-02-11,4703.91,4658.79,0
2015-03-11,4719.05,4692.03,0
2015-04-11,4717.55,4729.07,0
2015-05-11,4702.9,4718.51,0
2015-06-11,4707.23,4695.88,0
2015-09-11,4655.52,4687.35,0
2015-10-11,4641.73,4628.83,0
2015-11-11,4636.94,4657.19,0
2015-12-11,4588.93,4617.78,0
2015-13-11,4502.14,4566.12,0
2015-16-11,4565.47,4494.56,0
2015-17-11,4565.82,4571.54,0
2015-18-11,4653.44,4586.24,0
2015-19-11,4655.35,4657.61,0
2015-20-11,4686.36,4680.51,0
2015-23-11,4674.79,4689.98,0
2015-24-11,4669.41,4645.52,0
2015-25-11,4672.88,4674.23,0
2015-26-11,4672.88,0,0
2015-27-11,4680.47,4680.44,0
2015-30-11,4664.51,4692.57,0
2015-01-12,4716.16,4685.74,0
2015-02-12,4686.22,4720.27,0
2015-03-12,4606.75,4704.2,0
2015-04-12,4716.12,4621.48,0
2015-07-12,4693.62,4718.55,0
2015-08-12,4694.77,4646.43,0
2015-09-12,4622.14,4674.8,0
2015-10-12,4643.05,4627.77,0
2015-11-12,4537.56,4583.08,0
2015-14-12,4570.16,4535.56,0
2015-15-12,4597.33,4607.2,0
2015-16-12,4664.56,4633.85,0
2015-17-12,4598.14,4680.63,0
2015-18-12,4514.83,4578.69,0
2015-21-12,4560.55,4547.92,0
2015-22-12,4589.26,4580.61,0
2015-23-12,4624.59,4612.16,0
2015-24-12,4622.77,4626.32,0
2015-25-12,4622.77,0,0
2015-28-12,4621.35,4610.41,0
2015-29-12,4691.08,4645.08,0
2015-30-12,4652.01,4687.16,0
2015-31-12,4593.27,4634.16,0
2016-04-01,4497.86,4485.06,0
2016-05-01,4484.18,4512.04,0
2016-06-01,4443.99,4409.78,0
2016-07-01,4305.72,4349.14,0
2016-08-01,4270.78,4336.12,0
2016-11-01,4283.55,4300.96,0
2016-12-01,4333.72,4322.77,0
2016-13-01,4183.12,4352.64,0
2016-14-01,4272.97,4201.23,0
2016-15-01,4141.08,4123.87,0
2016-19-01,4147.07,4199.56,0
2016-20-01,4136.28,4078.23,0
2016-21-01,4142.6,4146.44,0
2016-22-01,4259.77,4226.44,0
2016-25-01,4196.53,4245.47,0
2016-26-01,4233.85,4211.92,0
2016-27-01,4128.86,4214.94,0
2016-28-01,4186.06,4197.2,0
2016-29-01,4279.17,4186.35,0
2016-01-02,4286.56,4254.41,0
2016-02-02,4193.1,4262.45,0
2016-03-02,4171.97,4213.67,0
2016-04-02,4167.77,4158.05,0
2016-05-02,4024.47,4150.35,0
2016-08-02,3960.67,3947.99,0
2016-09-02,3947.8,3903.93,0
2016-10-02,3966.28,3996.76,0
2016-11-02,3962.22,3910.57,0
2016-12-02,4019.19,3996.64,0
2016-16-02,4104.33,4077.33,0
2016-17-02,4199.1,4138.43,0
2016-18-02,4151.49,4212.22,0
2016-19-02,4164.09,4129.75,0
2016-22-02,4231.27,4203.6,0
2016-23-02,4162.54,4209.32,0
2016-24-02,4200.66,4116.02,0
2016-25-02,4241.06,4212.48,0
2016-26-02,4235.62,4273.59,0
2016-29-02,4201.12,4228.57,0
2016-01-03,4333.61,4238.08,0
2016-02-03,4334.39,4328.72,0
2016-03-03,4325.86,4330.4,0
2016-04-03,4329,4334.03,0
2016-07-03,4303.33,4303.81,0
2016-08-03,4265.51,4272.72,0
2016-09-03,4293.23,4281.1,0
2016-10-03,4286.97,4307.87,0
2016-11-03,4361.83,4337.12,0
2016-14-03,4367.33,4347.94,0
2016-15-03,4367.08,4354.38,0
2016-16-03,4404.2,4359.67,0
2016-17-03,4400.26,4390.06,0
2016-18-03,4410.83,4408.82,0
2016-21-03,4426.98,4403.09,0
2016-22-03,4437.62,4403.47,0
2016-23-03,4402.56,4431.82,0
2016-24-03,4405.53,4380.23,0
2016-28-03,4398.07,4415.04,0
2016-29-03,4467.72,4391.19,0
2016-30-03,4490.88,4494.7,0
2016-31-03,4483.66,4491.01,0
2016-01-04,4532.08,4461.77,0
2016-04-04,4511.7,4526.39,0
2016-05-04,4470.75,4479.11,0
2016-06-04,4543.78,4476.35,0
2016-07-04,4475.29,4519.02,0
2016-08-04,4474.93,4506.97,0
2016-11-04,4458.71,4496.26,0
2016-12-04,4496.04,4464.07,0
2016-13-04,4554.72,4526.92,0
2016-14-04,4554.62,4554.66,0
2016-15-04,4543.16,4550.31,0
2016-18-04,4569.32,4535.21,0
2016-19-04,4537.09,4573.58,0
2016-20-04,4540.44,4539.19,0
2016-21-04,4540.8,4540.71,0
2016-22-04,4474.19,4478.44,0
2016-25-04,4474.13,4459.67,0
2016-26-04,4452.97,4480.6,0
2016-27-04,4416.63,4412.82,0
2016-28-04,4363.99,4419.12,0
2016-29-04,4341.3,4367.59,0
2016-02-05,4381.3,4350.83,0
2016-03-05,4341.39,4349.08,0
2016-04-05,4312.01,4314.49,0
2016-05-05,4309.48,4326.91,0
2016-06-05,4330.17,4290.36,0
2016-09-05,4341.23,4331.66,0
2016-10-05,4402.04,4360.73,0
2016-11-05,4361.03,4395.88,0
2016-12-05,4342.81,4376.09,0
2016-13-05,4326.53,4337.83,0
2016-16-05,4380.48,4335.33,0
2016-17-05,4322.56,4376.55,0
2016-18-05,4338.23,4314.34,0
2016-19-05,4315.58,4319.86,0
2016-20-05,4362.9,4330.07,0
2016-23-05,4355.1,4364.73,0
2016-24-05,4444.3,4381.34,0
2016-25-05,4476.43,4459.26,0
2016-26-05,4487.96,4478.57,0
2016-27-05,4512.54,4490.95,0
2016-31-05,4523.89,4513.85,0
2016-01-06,4520.07,4507.18,0
2016-02-06,4531.35,4510.81,0
2016-03-06,4509.79,4520.98,0
2016-06-06,4523.63,4517.88,0
2016-07-06,4513.09,4527.86,0
2016-08-06,4520.63,4521.1,0
2016-09-06,4512.69,4501.14,0
2016-10-06,4461.05,4473.08,0
2016-13-06,4422.76,4436.12,0
2016-14-06,4424.91,4413.71,0
2016-15-06,4409.51,4433.68,0
2016-16-06,4424.23,4387.9,0
2016-17-06,4374.38,4409.75,0
2016-20-06,4400.16,4424.11,0
2016-21-06,4413.4,4408.03,0
2016-22-06,4404.73,4415.46,0
2016-23-06,4467.48,4437.61,0
2016-24-06,4285.7,4294.8,0
2016-27-06,4201.05,4247.71,0
2016-28-06,4290.47,4245.32,0
2016-29-06,4364.74,4323.33,0
2016-30-06,4417.7,4378.75,0
2016-01-07,4437.44,4411.77,0
2016-05-07,4410.75,4414.35,0
2016-06-07,4444.7,4388.43,0
2016-07-07,4459.58,4451.15,0
2016-08-07,4528.36,4484.92,0
2016-11-07,4554.71,4544.33,0
2016-12-07,4577.61,4579.85,0
2016-13-07,4565.77,4589.13,0
2016-14-07,4596.49,4597.19,0
2016-15-07,4589.83,4602,0
2016-18-07,4619.68,4595.06,0
2016-19-07,4603.28,4601.68,0
2016-20-07,4657.2,4630.85,0
2016-21-07,4647.02,4662.95,0
2016-22-07,4666.07,4650.98,0
2016-25-07,4665.93,4662.9,0
2016-26-07,4672.11,4664.1,0
2016-27-07,4702.88,4711.11,0
2016-28-07,4721.41,4710.23,0
2016-29-07,4730.23,4734.7,0
2016-01-08,4756.04,4734.44,0
2016-02-08,4719.21,4748.42,0
2016-03-08,4734.33,4716.58,0
2016-04-08,4743.81,4731.54,0
2016-05-08,4791.21,4769.17,0
2016-08-08,4784.74,4791.1,0
2016-09-08,4795.75,4787.92,0
2016-10-08,4783.39,4799.83,0
2016-11-08,4803.31,4800.59,0
2016-12-08,4807.08,4794.35,0
2016-15-08,4827.12,4814.77,0
2016-16-08,4797.19,4814.21,0
2016-17-08,4805.45,4799.03,0
2016-18-08,4808.68,4802.33,0
2016-19-08,4806.14,4800.2,0
2016-22-08,4808.56,4797.95,0
2016-23-08,4818.48,4828.79,0
2016-24-08,4783.49,4812.49,0
2016-25-08,4775.43,4773.68,0
2016-26-08,4783.69,4782.46,0
2016-29-08,4791.09,4787.93,0
2016-30-08,4775.99,4787.77,0
2016-31-08,4771.05,4770.23,0
2016-01-09,4783.94,4774.81,0
2016-02-09,4798.74,4806.14,0
2016-06-09,4829.51,4806.66,0
2016-07-09,4831.86,4829.91,0
2016-08-09,4804,4816.48,0
2016-09-09,4681.53,4763.04,0
2016-12-09,4764.65,4656.59,0
2016-13-09,4722.84,4740,0
2016-14-09,4746.06,4726.75,0
2016-15-09,4819.9,4749.71,0
2016-16-09,4818.05,4811.79,0
2016-19-09,4796.07,4833.84,0
2016-20-09,4805.22,4813.78,0
2016-21-09,4853.75,4826.58,0
2016-22-09,4891.36,4879.28,0
2016-23-09,4858.91,4881.45,0
2016-26-09,4817.17,4830.17,0
2016-27-09,4866.71,4813.89,0
2016-28-09,4875.27,4871.84,0
2016-29-09,4838.3,4868.46,0
2016-30-09,4875.7,4856.1,0
2016-03-10,4866.63,4864.63,0
2016-04-10,4859.47,4880.57,0
2016-05-10,4877.75,4872.98,0
2016-06-10,4873.92,4871.95,0
2016-07-10,4864.52,4883.94,0
2016-10-10,4893.77,4887.73,0
2016-11-10,4821.91,4890.17,0
2016-12-10,4819.63,4824.27,0
2016-13-10,4803.1,4785.59,0
2016-14-10,4808.49,4828.9,0
2016-17-10,4796.17,4808.47,0
2016-18-10,4839.72,4849.91,0
2016-19-10,4836.61,4833.81,0
2016-20-10,4832.71,4831.31,0
2016-21-10,4851.86,4836.54,0
2016-24-10,4909.97,4884.16,0
2016-25-10,4891.45,4908.18,0
2016-26-10,4860.59,4863.52,0
2016-27-10,4836.45,4883.07,0
2016-28-10,4805.59,4820.5,0
2016-31-10,4801.27,4821.32,0
2016-01-11,4766.94,4810.3,0
2016-02-11,4726.91,4764.83,0
2016-03-11,4679.1,4718.53,0
2016-04-11,4660.46,4647.59,0
2016-07-11,4773.73,4737.99,0
2016-08-11,4804.92,4766.48,0
2016-09-11,4825.18,4748.9,0
2016-10-11,4747.03,4849.71,0
2016-11-11,4751.95,4729.14,0
2016-14-11,4702.04,4752.61,0
2016-15-11,4764.47,4733.57,0
2016-16-11,4792.27,4745.03,0
2016-17-11,4826.59,4789.78,0
2016-18-11,4808.04,4832.81,0
2016-21-11,4859,4822.03,0
2016-22-11,4873.84,4876.92,0
2016-23-11,4853.86,4856.72,0
2016-25-11,4870.02,4861.47,0
2016-28-11,4857.02,4861.73,0
2016-29-11,4873.21,4859.85,0
2016-30-11,4810.81,4876.3,0
2016-01-12,4734.1,4806.77,0
2016-02-12,4739.37,4734.38,0
2016-05-12,4778.14,4762.34,0
2016-06-12,4788.67,4786.06,0
2016-07-12,4851.94,4778.86,0
2016-08-12,4859.19,4849.75,0
2016-09-12,4895.9,4878.54,0
2016-12-12,4874.3,4878.04,0
2016-13-12,4935.84,4893.65,0
2016-14-12,4921.22,4943.64,0
2016-15-12,4933.41,4925.65,0
2016-16-12,4914.86,4945.04,0
2016-19-12,4934.85,4919.16,0
2016-20-12,4953.8,4948.34,0
2016-21-12,4948.9,4952.07,0
2016-22-12,4934.39,4948.36,0
2016-23-12,4940.02,4927.53,0
2016-27-12,4965.81,4948.92,0
2016-28-12,4926.29,4976.42,0
2016-29-12,4918.28,4923.92,0
2016-30-12,4863.62,4925.36,0
2017-03-01,4911.33,4900.85,0
2017-04-01,4937.2,4920.79,0
2017-05-01,4964.95,4936.35,0
2017-06-01,5007.08,4973.87,0
2017-09-01,5024.9,5013.82,0
2017-10-01,5035.17,5027.5,0
2017-11-01,5050.21,5033.88,0
2017-12-01,5041.43,5029.28,0
2017-13-01,5059.51,5047.56,0
2017-17-01,5044.65,5043.07,0
2017-18-01,5055.85,5050.26,0
2017-19-01,5051.17,5061.1,0
2017-20-01,5063.2,5070.15,0
2017-23-01,5065.7,5055.97,0
2017-24-01,5101.06,5079.61,0
2017-25-01,5151.47,5132.87,0
2017-26-01,5156.92,5164.12,0
2017-27-01,5168.06,5169.49,0
2017-30-01,5129.33,5146.41,0
2017-31-01,5116.77,5107.47,0
2017-01-02,5152.69,5157.83,0
2017-02-02,5147.7,5141.28,0
2017-03-02,5161.6,5153.61,0
2017-06-02,5167.96,5154.18,0
2017-07-02,5185.88,5178.85,0
2017-08-02,5196.58,5176.5,0
2017-09-02,5212.16,5200.17,0
2017-10-02,5226.69,5219.81,0
2017-13-02,5256.82,5242.49,0
2017-14-02,5271.07,5251.36,0
2017-15-02,5302.39,5266.12,0
2017-16-02,5300.64,5306.38,0
2017-17-02,5324.72,5295.49,0
2017-21-02,5350.73,5334.57,0
2017-22-02,5352.13,5345.18,0
2017-23-02,5332.37,5358.03,0
2017-24-02,5343.31,5305.23,0
2017-27-02,5347.55,5330.56,0
2017-28-02,5330.31,5344.18,0
2017-01-03,5390.99,5368.65,0
2017-02-03,5363.26,5386.34,0
2017-03-03,5373.48,5355.21,0
2017-06-03,5360.31,5352.61,0
2017-07-03,5351.28,5348.2,0
2017-08-03,5359.8,5351.35,0
2017-09-03,5363.98,5355.78,0
2017-10-03,5385.9,5390.46,0
2017-13-03,5394.57,5387.73,0
2017-14-03,5382.17,5382.79,0
2017-15-03,5416.25,5392.48,0
2017-16-03,5412.08,5421.46,0
2017-17-03,5408.76,5413.47,0
2017-20-03,5413.31,5406.02,0
2017-21-03,5332.53,5433.28,0
2017-22-03,5367.55,5332.64,0
2017-23-03,5355.14,5356.71,0
2017-24-03,5364,5376.74,0
2017-27-03,5374.27,5320.96,0
2017-28-03,5407.21,5371.9,0
2017-29-03,5430.27,5410.14,0
2017-30-03,5439.74,5430.31,0
2017-31-03,5436.23,5430.99,0
2017-03-04,5432.2,5440.2,0
2017-04-04,5440.41,5415.53,0
2017-05-04,5418.52,5447.27,0
2017-06-04,5420.88,5423.65,0
2017-07-04,5418.37,5420.94,0
2017-10-04,5421.68,5423.57,0
2017-11-04,5398.4,5413.91,0
2017-12-04,5377.03,5394.61,0
2017-13-04,5353.59,5370.69,0
2017-17-04,5399.2,5369.21,0
2017-18-04,5391.66,5383.74,0
2017-19-04,5399.64,5416.3,0
2017-20-04,5443.53,5422.47,0
2017-21-04,5442.05,5447.28,0
2017-24-04,5508.03,5503.27,0
2017-25-04,5548.19,5523.48,0
2017-26-04,5541.09,5553.6,0
2017-27-04,5571.28,5555.27,0
2017-28-04,5583.53,5598.47,0
2017-01-05,5629.63,5602.44,0
2017-02-05,5644.07,5642.41,0
2017-03-05,5625.16,5624.87,0
2017-04-05,5626.32,5623.57,0
2017-05-05,5646.09,5640.78,0
2017-08-05,5659.07,5649.18,0
2017-09-05,5678.31,5667.98,0
2017-10-05,5681.68,5681.33,0
2017-11-05,5674.22,5662.59,0
2017-12-05,5686.81,5683.58,0
2017-15-05,5704.48,5687.97,0
2017-16-05,5724.44,5715.15,0
2017-17-05,5580.55,5673.62,0
2017-18-05,5626.31,5569.81,0
2017-19-05,5651.56,5640.71,0
2017-22-05,5699.4,5662.95,0
2017-23-05,5703.35,5714.94,0
2017-24-05,5730.3,5720.83,0
2017-25-05,5778.37,5748.29,0
2017-26-05,5788.36,5782.17,0
2017-30-05,5794.63,5785.38,0
2017-31-05,5788.8,5812.97,0
2017-01-06,5816.51,5804.17,0
2017-02-06,5881.46,5834.41,0
2017-05-06,5878.12,5881.21,0
2017-06-06,5856.77,5869.48,0
2017-07-06,5877.59,5871.77,0
2017-08-06,5885.3,5894.75,0
2017-09-06,5741.94,5891.67,0
2017-12-06,5708.18,5677.16,0
2017-13-06,5751.82,5740.21,0
2017-14-06,5727.07,5774.12,0
2017-15-06,5700.89,5661.36,0
2017-16-06,5681.48,5694.21,0
2017-19-06,5772.22,5729.54,0
2017-20-06,5726.31,5762.99,0
2017-21-06,5782.39,5740.58,0
2017-22-06,5779.87,5787.43,0
2017-23-06,5803.11,5775.03,0
2017-26-06,5777.59,5832.31,0
2017-27-06,5671.6,5752.72,0
2017-28-06,5753.03,5693.48,0
2017-29-06,5653.02,5723.31,0
2017-30-06,5646.92,5676.4,0
2017-03-07,5596.96,5680.36,0
2017-05-07,5648.82,5611,0
2017-06-07,5597.9,5606.42,0
2017-07-07,5656.47,5618.85,0
2017-10-07,5694.15,5662.71,0
2017-11-07,5709.8,5687.03,0
2017-12-07,5778.95,5757.2,0
2017-13-07,5793.36,5785.32,0
2017-14-07,5838.08,5815.04,0
2017-17-07,5839.74,5845.82,0
2017-18-07,5880.1,5832.92,0
2017-19-07,5916.16,5898.4,0
2017-20-07,5921.22,5929.58,0
2017-21-07,5921.52,5905.6,0
2017-24-07,5941.37,5920.93,0
2017-25-07,5930.65,5927.1,0
2017-26-07,5950.73,5944.16,0
2017-27-07,5917.03,5994.02,0
2017-28-07,5908.92,5883.7,0
2017-31-07,5880.33,5928.68,0
2017-01-08,5895.17,5900.64,0
2017-02-08,5914.23,5934.07,0
2017-03-08,5891.2,5915.73,0
2017-04-08,5899.91,5899.69,0
2017-07-08,5934.73,5909.45,0
2017-08-08,5926.35,5922.64,0
2017-09-08,5919.39,5879.55,0
2017-10-08,5788.19,5880.13,0
2017-11-08,5831.53,5792.32,0
2017-14-08,5908.17,5878.64,0
2017-15-08,5907.73,5917.29,0
2017-16-08,5917.42,5920.68,0
2017-17-08,5796.32,5896.31,0
2017-18-08,5790.91,5803.9,0
2017-21-08,5786.54,5791.04,0
2017-22-08,5873.33,5817.29,0
2017-23-08,5851.78,5842.16,0
2017-24-08,5834.44,5863.99,0
2017-25-08,5822.53,5854.31,0
2017-28-08,5838.08,5839.27,0
2017-29-08,5862.14,5785.29,0
2017-30-08,5932.9,5870.88,0
2017-31-08,5988.6,5948.74,0
2017-01-09,5987.9,6001.82,0
2017-05-09,5932.73,5966.64,0
2017-06-09,5951.13,5949.54,0
2017-07-09,5964.31,5960.44,0
2017-08-09,5913.37,5957.19,0
2017-11-09,5980.53,5962.35,0
2017-12-09,5995.64,5998.74,0
2017-13-09,6004.38,5982.85,0
2017-14-09,5968.82,5981.85,0
2017-15-09,5988,5965.66,0
2017-18-09,5981.12,5997.51,0
2017-19-09,5991.08,5991.93,0
2017-20-09,5973.6,5987.72,0
2017-21-09,5934.91,5965.6,0
2017-22-09,5932.32,5912.19,0
2017-25-09,5867.35,5904.06,0
2017-26-09,5881.34,5893.18,0
