Date,Open,Close,Sentiment
2000-01-03,1469.25,1455.219971,0
2000-01-04,1455.219971,1399.420044,0
2000-01-05,1399.420044,1402.109985,0
2000-01-06,1402.109985,1403.449951,0
2000-01-07,1403.449951,1441.469971,0
2000-01-10,1441.469971,1457.599976,0
2000-01-11,1457.599976,1438.560059,0
2000-01-12,1438.560059,1432.25,0
2000-01-13,1432.25,1449.680054,0
2000-01-14,1449.680054,1465.150024,0
2000-01-18,1465.150024,1455.140015,0
2000-01-19,1455.140015,1455.900024,0
2000-01-20,1455.900024,1445.569946,0
2000-01-21,1445.569946,1441.359985,0
2000-01-24,1441.359985,1401.530029,0
2000-01-25,1401.530029,1410.030029,0
2000-01-26,1410.030029,1404.089966,0
2000-01-27,1404.089966,1398.560059,0
2000-01-28,1398.560059,1360.160034,0
2000-01-31,1360.160034,1394.459961,0
2000-02-01,1394.459961,1409.280029,0
2000-02-02,1409.280029,1409.119995,0
2000-02-03,1409.119995,1424.969971,0
2000-02-04,1424.969971,1424.369995,0
2000-02-07,1424.369995,1424.23999,0
2000-02-08,1424.23999,1441.719971,0
2000-02-09,1441.719971,1411.709961,0
2000-02-10,1411.699951,1416.829956,0
2000-02-11,1416.829956,1387.119995,0
2000-02-14,1387.119995,1389.939941,0
2000-02-15,1389.939941,1402.050049,0
2000-02-16,1402.050049,1387.670044,0
2000-02-17,1387.670044,1388.26001,0
2000-02-18,1388.26001,1346.089966,0
2000-02-22,1346.089966,1352.170044,0
2000-02-23,1352.170044,1360.689941,0
2000-02-24,1360.689941,1353.430054,0
2000-02-25,1353.430054,1333.359985,0
2000-02-28,1333.359985,1348.050049,0
2000-02-29,1348.050049,1366.420044,0
2000-03-01,1366.420044,1379.189941,0
2000-03-02,1379.189941,1381.76001,0
2000-03-03,1381.76001,1409.170044,0
2000-03-06,1409.170044,1391.280029,0
2000-03-07,1391.280029,1355.619995,0
2000-03-08,1355.619995,1366.699951,0
2000-03-09,1366.699951,1401.689941,0
2000-03-10,1401.689941,1395.069946,0
2000-03-13,1395.069946,1383.619995,0
2000-03-14,1383.619995,1359.150024,0
2000-03-15,1359.150024,1392.140015,0
2000-03-16,1392.150024,1458.469971,0
2000-03-17,1458.469971,1464.469971,0
2000-03-20,1464.469971,1456.630005,0
2000-03-21,1456.630005,1493.869995,0
2000-03-22,1493.869995,1500.640015,0
2000-03-23,1500.640015,1527.349976,0
2000-03-24,1527.349976,1527.459961,0
2000-03-27,1527.459961,1523.859985,0
2000-03-28,1523.859985,1507.72998,0
2000-03-29,1507.72998,1508.52002,0
2000-03-30,1508.52002,1487.920044,0
2000-03-31,1487.920044,1498.579956,0
2000-04-03,1498.579956,1505.969971,0
2000-04-04,1505.97998,1494.72998,0
2000-04-05,1494.72998,1487.369995,0
2000-04-06,1487.369995,1501.339966,0
2000-04-07,1501.339966,1516.349976,0
2000-04-10,1516.349976,1504.459961,0
2000-04-11,1504.459961,1500.589966,0
2000-04-12,1500.589966,1467.170044,0
2000-04-13,1467.170044,1440.51001,0
2000-04-14,1440.51001,1356.560059,0
2000-04-17,1356.560059,1401.439941,0
2000-04-18,1401.439941,1441.609985,0
2000-04-19,1441.609985,1427.469971,0
2000-04-20,1427.469971,1434.540039,0
2000-04-24,1434.540039,1429.859985,0
2000-04-25,1429.859985,1477.439941,0
2000-04-26,1477.439941,1460.98999,0
2000-04-27,1460.98999,1464.920044,0
2000-04-28,1464.920044,1452.430054,0
2000-05-01,1452.430054,1468.25,0
2000-05-02,1468.25,1446.290039,0
2000-05-03,1446.290039,1415.099976,0
2000-05-04,1415.099976,1409.569946,0
2000-05-05,1409.569946,1432.630005,0
2000-05-08,1432.630005,1424.170044,0
2000-05-09,1424.170044,1412.140015,0
2000-05-10,1412.140015,1383.050049,0
2000-05-11,1383.050049,1407.810059,0
2000-05-12,1407.810059,1420.959961,0
2000-05-15,1420.959961,1452.359985,0
2000-05-16,1452.359985,1466.040039,0
2000-05-17,1466.040039,1447.800049,0
2000-05-18,1447.800049,1437.209961,0
2000-05-19,1437.209961,1406.949951,0
2000-05-22,1406.949951,1400.719971,0
2000-05-23,1400.719971,1373.859985,0
2000-05-24,1373.859985,1399.050049,0
2000-05-25,1399.050049,1381.52002,0
2000-05-26,1381.52002,1378.02002,0
2000-05-30,1378.02002,1422.449951,0
2000-05-31,1422.439941,1420.599976,0
2000-06-01,1420.599976,1448.810059,0
2000-06-02,1448.810059,1477.26001,0
2000-06-05,1477.26001,1467.630005,0
2000-06-06,1467.630005,1457.839966,0
2000-06-07,1457.839966,1471.359985,0
2000-06-08,1471.359985,1461.670044,0
2000-06-09,1461.670044,1456.949951,0
2000-06-12,1456.949951,1446.0,0
2000-06-13,1446.0,1469.439941,0
2000-06-14,1469.439941,1470.540039,0
2000-06-15,1470.540039,1478.72998,0
2000-06-16,1478.72998,1464.459961,0
2000-06-19,1464.459961,1486.0,0
2000-06-20,1486.0,1475.949951,0
2000-06-21,1475.949951,1479.130005,0
2000-06-22,1479.130005,1452.180054,0
2000-06-23,1452.180054,1441.47998,0
2000-06-26,1441.47998,1455.310059,0
2000-06-27,1455.310059,1450.550049,0
2000-06-28,1450.550049,1454.819946,0
2000-06-29,1454.819946,1442.390015,0
2000-06-30,1442.390015,1454.599976,0
2000-07-03,1454.599976,1469.540039,0
2000-07-05,1469.540039,1446.22998,0
2000-07-06,1446.22998,1456.670044,0
2000-07-07,1456.670044,1478.900024,0
2000-07-10,1478.900024,1475.619995,0
2000-07-11,1475.619995,1480.880005,0
2000-07-12,1480.880005,1492.920044,0
2000-07-13,1492.920044,1495.839966,0
2000-07-14,1495.839966,1509.97998,0
2000-07-17,1509.97998,1510.48999,0
2000-07-18,1510.48999,1493.73999,0
2000-07-19,1493.73999,1481.959961,0
2000-07-20,1481.959961,1495.569946,0
2000-07-21,1495.569946,1480.189941,0
2000-07-24,1480.189941,1464.290039,0
2000-07-25,1464.290039,1474.469971,0
2000-07-26,1474.469971,1452.420044,0
